file_x,file_y,decision,distance_l2,distance_l2_scaled,y,pred_euclidean_l2
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1775065823,281303975_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3789267885,3902337179_align.jpg",Yes,1.0829,-1.0829,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8594/504856538,2940160109_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8594/797474080,138889056_align.jpg",Yes,1.4423,-1.4423,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/2960367758,246558253_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/4279514013,3162807120_align.jpg",Yes,0.8768,-0.8768,1,Yes
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/95afee1fe4a48eb8e1fe0b78.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/1614041650,2425928683_align.jpg",Yes,1.3817,-1.3817,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2342096106,1373903848_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1893177422,2552916842_align.jpg",Yes,1.2092,-1.2092,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6915/920559651,2747788674_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6915/3733978316,1352675826_align.jpg",Yes,1.1518,-1.1518,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/1906739108,4067532620_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/1280437097,582990232_align.jpg",Yes,1.0518,-1.0518,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1811/3729665318,2419361801_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1811/1440504330,241755221_align.jpg",Yes,0.903,-0.903,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12245/4072840520,1719828715_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12245/1584919416,747451317_align.jpg",Yes,1.4104,-1.4104,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1500049554,982072445_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2603580590,3960493225_align.jpg",Yes,1.3563,-1.3563,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13467/1846311448,2969723966_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13467/3549841975,1410777372_align.jpg",Yes,0.9619,-0.9619,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9430/480678961,4157832610_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9430/1033792951,1661578186_align.jpg",Yes,1.021,-1.021,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13916/1606865628,2582305605_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13916/4182339932,2979722332_align.jpg",Yes,0.9118,-0.9118,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3179/1499396483,119790659_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3179/1136441564,321028811_align.jpg",Yes,1.2962,-1.2962,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5797/412594644,3501190300_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5797/2868046573,3758151866_align.jpg",Yes,1.551,-1.551,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/4288152300,3183554767_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/4227654667,278318795_align.jpg",Yes,1.1588,-1.1588,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5835/2922582884,3774403702_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5835/843173665,284989575_align.jpg",Yes,0.9371,-0.9371,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5235/3762854349,3555412174_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5235/1602567874,3540163592_align.jpg",Yes,1.4583,-1.4583,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5454/80499906,3869458990_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5454/1488899912,2450339510_align.jpg",Yes,1.063,-1.063,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/1433701840,2625734497_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/3731478391,650389878_align.jpg",Yes,1.0006,-1.0006,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1775065823,281303975_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/182537725,27527356_align.jpg",Yes,1.3491,-1.3491,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/50/3104866749,1601257169_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/50/2222514870,2468320900_align.jpg",Yes,0.7108,-0.7108,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2530616404,1668109960_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1444834326,849619665_align.jpg",Yes,1.2795,-1.2795,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/1669478970,2494407036_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/2217229332,3935755392_align.jpg",Yes,1.6341,-1.6341,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13467/1562967716,782217588_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13467/1586870632,452800238_align.jpg",Yes,0.8191,-0.8191,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/1232862799,917849402_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/21a4462309f790521dd4c1f509f3d7ca7acbd536.jpg_align.jpg,Yes,0.8621,-0.8621,1,Yes
